intercept,x1,x15,x19,x2,x25,x29,x31,x42,x5,x59,x62,x72,x74,x76,x84,x87,x98,x99,x28,x78,x3,x55,x7,x53,x14,x69,x79,x80
0.000370625,60.85,15.9,108.73,93.07,49.2,123.51,67.66,95.05,91,69.23,12.27,84.83,77.71,40.11,69.01,45.23,93.98,49.93,76.68,26.61,25.82,-27.32,21.62,18.82,29,-31.62,44.84,22.34
